rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
2793,7:43.99,,Shaun CREIGHTON,1967-05-14,AUS,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",1994-07-06,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,463.99,SUI,27.0,1994
2793,7:43.99,,Salvatore ANTIBO,1962-02-07,ITA,1,Parma (ITA),1991-06-22,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,463.99,ITA,29.0,1991
2797,7:44.00,,Abderrahim GOUMRI,1976-05-21,MAR,4,"Schleyer Halle, Stuttgart (GER) (i)",2004-01-31,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.0,GER,27.0,2004
2797,7:44.0h,,Johan FOURIE,1959-12-02,RSA,1,Stellenbosch (RSA),1985-01-07,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.0,RSA,25.0,1985
2797,7:44.00,,Salah EL GHAZI,1975-11-02,MAR,10,Bruxelles (BEL),2002-08-30,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.0,BEL,26.0,2002
2800,7:44.01,,Chris DERRICK,1990-10-17,USA,4,Luzern (SUI),2013-07-17,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.01,SUI,22.0,2013
2800,7:44.01,,Darragh MCELHINNEY,2000-11-09,IRL,1,"Munster Technological University Track, Cork (IRL)",2022-07-05,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.01,IRL,21.0,2022
2800,7:44.01,,El Hassan LAHSSINI,1975-01-01,MAR,3,Hechtel (BEL),1998-08-01,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.01,BEL,23.0,1998
2800,7:44.01,,Shadrack KORIR,1978-12-14,KEN,1,"Velódromo Luis Puig, Valencia (ESP) (i)",2006-02-11,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.01,ESP,27.0,2006
2800,7:44.01,,Abiyote ABATE,1980-11-20,ETH,12,"Olympiastadion, Berlin (GER)",2000-09-01,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.01,GER,19.0,2000
2805,7:44.02,,James Kwalia C'KURUI,1984-06-12,QAT,8,"Stade de France, Paris-St-Denis (FRA)",2009-07-17,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.02,FRA,25.0,2009
2806,7:44.03,,Brahim BOUTAYEB,1967-08-15,MAR,6,Köln (GER),1992-08-16,1152.0,3000-metres,middlelong,male,senior,3000-metres,track,464.03,GER,25.0,1992
2806,7:44.03,,Elzan BIBIĆ,1999-01-08,SRB,3,"Ataköy Arena, Istanbul (TUR) (i)",2023-03-05,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.03,TUR,24.0,2023
2806,7:44.03,,Birhanu BALEW,1996-02-27,BRN,4h1,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-02,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.03,GBR,22.0,2018
2809,7:44.04,,Micah BOINETT,1965-12-19,KEN,1,Koblenz (GER),1992-08-26,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.04,GER,26.0,1992
2809,7:44.04,,Cameron LEVINS,1989-03-28,CAN,5h2,"Ergo Arena, Sopot (POL) (i)",2014-03-07,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.04,POL,24.0,2014
2809,7:44.04,,José Luis CARREIRA,1962-03-30,ESP,3,Sevilla (ESP),1987-05-28,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.04,ESP,25.0,1987
2812,7:44.05,,Paul BITOK,1970-06-26,KEN,5,Peania (GRE) (i),2004-02-22,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.05,GRE,33.0,2004
2812,7:44.05,,Evan JAGER,1989-03-08,USA,7,"Portland, OR (USA) (i)",2016-03-11,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.05,USA,27.0,2016
2812,7:44.05,,Lemma ALEMAYEHU,,ETH,5,Caorle (ITA),1999-07-10,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.05,ITA,,1999
2812,7:44.05,,Hansjörg KUNZE,1959-12-28,GDR,1,Berlin (GER),1983-07-31,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.05,GER,23.0,1983
184,7:44.06,,Melkeneh AZIZE,2005-01-01,ETH,1,"Pascual Guerrero Stadium, Cali (COL)",2022-08-05,1151.0,3000-metres,middlelong,male,u20,3000-metres,track,464.06,COL,17.0,2022
24,7:44.06,,Melkeneh AZIZE,2005-01-01,ETH,1,"Pascual Guerrero Stadium, Cali (COL)",2022-08-05,1151.0,3000-metres,middlelong,male,u18,3000-metres,track,464.06,COL,17.0,2022
2816,7:44.06,,Melkeneh AZIZE,2005-01-01,ETH,1,"Pascual Guerrero Stadium, Cali (COL)",2022-08-05,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.06,COL,17.0,2022
2816,7:44.06,,Aloys NIZIGAMA,1966-06-18,BDI,6,Nice (FRA),2000-07-08,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.06,FRA,34.0,2000
2816,7:44.06,,Peter KAMAIS,1976-11-07,KEN,5,Zaragoza (ESP),2004-06-08,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.06,ESP,27.0,2004
2816,7:44.06,,El Hassan LAHSSINI,1975-01-01,MAR,4,Helsinki (FIN),1999-06-10,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.06,FIN,24.0,1999
2820,7:44.07,,Mark Kipkinyor BETT,1976-12-22,KEN,3,Torino (ITA),2007-06-08,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.07,ITA,30.0,2007
2820,7:44.07,,Joseph EBUYA,1987-06-20,KEN,9,Stockholm (SWE),2008-07-22,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.07,SWE,21.0,2008
2820,7:44.07,,Josphat Kiprono MENJO,1979-08-20,KEN,1,Lappeenranta (FIN),2012-07-18,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.07,FIN,32.0,2012
185,7:44.07,,Lucas Kimeli ROTICH,1990-04-16,KEN,2f1,Oordegem (BEL),2008-07-26,1151.0,3000-metres,middlelong,male,u20,3000-metres,track,464.07,BEL,18.0,2008
2820,7:44.07,,Lucas Kimeli ROTICH,1990-04-16,KEN,2f1,Oordegem (BEL),2008-07-26,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.07,BEL,18.0,2008
2824,7:44.08,,Carlos MONTEIRO,1965-12-14,POR,6,Nice (FRA),1993-07-21,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.08,FRA,27.0,1993
2824,7:44.08,,Vincent ROUSSEAU,1962-07-29,BEL,3,Monaco (MON),1988-08-02,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.08,MON,26.0,1988
2824,7:44.08,,Robert NEMETH,1958-06-05,AUT,1,Berlin (GER),1984-08-17,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.08,GER,26.0,1984
186,7:44.08,,Hagos GEBRHIWET,1994-05-11,ETH,4,"Boston, MA (USA) (i)",2012-02-04,1176.0,3000-metres,middlelong,male,u20,3000-metres,track,464.08,USA,17.0,2012
2824,7:44.08,,Hagos GEBRHIWET,1994-05-11,ETH,4,"Boston, MA (USA) (i)",2012-02-04,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.08,USA,17.0,2012
2824,7:44.08,,Pierre DÉLÈZE,1958-08-25,SUI,4,Lausanne (SUI),1980-08-15,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.08,SUI,21.0,1980
2824,7:44.08,,John MAYOCK,1970-10-26,GBR,4,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,1176.0,3000-metres,middlelong,male,senior,3000-metres,track,464.08,POR,30.0,2001
2830,7:44.09,,Conseslus KIPRUTO,1994-12-08,KEN,3,"Stadio Guidobaldi, Rieti (ITA)",2012-09-09,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.09,ITA,17.0,2012
187,7:44.09,,Conseslus KIPRUTO,1994-12-08,KEN,3,"Stadio Guidobaldi, Rieti (ITA)",2012-09-09,1151.0,3000-metres,middlelong,male,u20,3000-metres,track,464.09,ITA,17.0,2012
2830,7:44.09,,Caleb Mwangangi NDIKU,1992-10-09,KEN,4,"Messehalle, Karlsruhe (GER) (i)",2016-02-06,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.09,GER,23.0,2016
2832,7:44.10,,Dietmar MILLONIG,1955-06-01,AUT,2,Berlin (GER),1984-08-17,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,GER,29.0,1984
2832,7:44.10,,Jackson SHARP,2000-08-21,AUS,1,"Gately Indoor TF Center, Chicago, IL (USA) (i)",2023-02-11,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,USA,22.0,2023
2832,7:44.10,,Elzan BIBIĆ,1999-01-08,SRB,5f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2023-02-11,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,FRA,24.0,2023
2832,7:44.1h,,Markus RYFFEL,1955-02-05,SUI,2,Berlin (GER),1979-06-09,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,GER,24.0,1979
2832,7:44.10,,Charles Kipkoech CHERUIYOT,1964-12-02,KEN,3,"Letzigrund, Zürich (SUI)",1986-08-13,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,SUI,21.0,1986
2832,7:44.10,,Casey COMBER,1996-11-04,USA,9,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",2025-02-22,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,USA,28.0,2025
2832,7:44.10,,Andrew BUTCHART,1991-10-14,GBR,4,"Alexander Stadium, Birmingham (GBR)",2017-08-20,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.1,GBR,25.0,2017
2839,7:44.11,,Eduardo HERRERA,1997-09-23,MEX,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2024-07-09,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.11,HUN,26.0,2024
2840,7:44.12,,Vincent ROUSSEAU,1962-07-29,BEL,1,Tessenderlo (BEL),1988-09-10,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.12,BEL,26.0,1988
2840,7:44.12,,Bashir ABDI,1989-02-10,BEL,6,"FBK Stadium, Hengelo (NED)",2014-06-08,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.12,NED,25.0,2014
2840,7:44.12,,Joseph Kitur KIPLIMO,1988-07-20,KEN,2,Dakar (SEN),2011-05-28,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.12,SEN,22.0,2011
2840,7:44.12,,Wilson Boit KIPKETER,1973-10-06,KEN,4,Doha (QAT),1998-05-07,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.12,QAT,24.0,1998
2844,7:44.13,,Mohamed KATIR,1998-02-17,ESP,3,"Estadi Joan Serrahima, Barcelona (ESP)",2020-09-22,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.13,ESP,22.0,2020
2844,7:44.13,,Patrick SANG,1964-04-11,KEN,2,Bellinzona (SUI),1997-08-18,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.13,SUI,33.0,1997
2844,7:44.13,,Stewart MCSWEYN,1995-06-01,AUS,7,"Munster Technological University Track, Cork (IRL)",2025-07-09,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.13,IRL,30.0,2025
2847,7:44.14,,Elzan BIBIĆ,1999-01-08,SRB,6,"Gallur, Madrid (ESP) (i)",2024-02-23,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.14,ESP,25.0,2024
2847,7:44.14,,Arthur GERVAIS,2000-02-28,FRA,8,"Stadio Quercia, Rovereto (ITA)",2024-09-03,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.14,ITA,24.0,2024
2847,7:44.14,,Phillip KIPYEKO,1995-01-10,UGA,7,"FBK Stadium, Hengelo (NED)",2014-06-08,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.14,NED,19.0,2014
2847,7:44.14,,Adam FOGG,1999-01-27,GBR,8f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2023-01-27,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.14,USA,24.0,2023
188,7:44.14,,Phillip KIPYEKO,1995-01-10,UGA,7,"FBK Stadium, Hengelo (NED)",2014-06-08,1151.0,3000-metres,middlelong,male,u20,3000-metres,track,464.14,NED,19.0,2014
2851,7:44.15,,James Kwalia C'KURUI,1984-06-12,KEN,1,Chania (GRE),2002-06-30,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.15,GRE,18.0,2002
2851,7:44.15,,Sergio GALLARDO,1979-03-22,ESP,3,Huelva (ESP),2005-06-07,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.15,ESP,26.0,2005
2851,7:44.15,,Hicham BELLANI,1979-09-15,MAR,7,"Aspire Dome, Doha (QAT) (i)",2010-03-14,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.15,QAT,30.0,2010
2851,7:44.15,,Adel MECHAAL,1990-12-05,ESP,1,"Gallur, Madrid (ESP) (i)",2023-02-18,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.15,ESP,32.0,2023
2851,7:44.15,,Josphat Kiprono MENJO,1979-08-20,KEN,1,Zaragoza (ESP),2009-07-18,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.15,ESP,29.0,2009
2851,7:44.15,,Yobes ONDIEKI,1961-02-21,KEN,4,Villeneuve d'Ascq (FRA),1991-07-01,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.15,FRA,30.0,1991
189,7:44.15,,James Kwalia C'KURUI,1984-06-12,KEN,1,Chania (GRE),2002-06-30,1151.0,3000-metres,middlelong,male,u20,3000-metres,track,464.15,GRE,18.0,2002
2857,7:44.16,,Lopez LOMONG,1985-01-01,USA,6,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-11,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.16,TUR,27.0,2012
2857,7:44.16,,Benjamin LIMO,1974-08-23,KEN,1,Barcelona (ESP),1998-07-25,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.16,ESP,23.0,1998
2857,7:44.16,,Aidan TROUTNER,1999-08-24,USA,9,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2024-01-26,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.16,USA,24.0,2024
2857,7:44.16,,Zane ROBERTSON,1989-11-14,NZL,6h2,"Ergo Arena, Sopot (POL) (i)",2014-03-07,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.16,POL,24.0,2014
2857,7:44.16,,Patrick ERENG,,KEN,3,Dakar (SEN),2011-05-28,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.16,SEN,,2011
2857,7:44.16,,Mathew KIPTANUI,1994-10-22,KEN,2,"Alexander Stadium, Birmingham (GBR)",2016-06-05,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.16,GBR,21.0,2016
2863,7:44.17,,Isaac KIMELI,1994-03-09,BEL,1,"Topsporthal Vlaanderen, Gent (BEL) (i)",2021-02-13,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.17,BEL,26.0,2021
2863,7:44.17,,Bruno TOLEDO,1973-11-23,ESP,2,Barcelona (ESP),1998-07-25,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.17,ESP,24.0,1998
2863,7:44.17,,Cornelius KANGOGO,1993-12-15,KEN,8,"Stadio Guidobaldi, Rieti (ITA)",2014-09-07,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.17,ITA,20.0,2014
2866,7:44.18,,Bouabdellah TAHRI,1978-12-20,FRA,9,"Globe Arena, Stockholm (SWE) (i)",2013-02-21,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.18,SWE,34.0,2013
2866,7:44.18,,Joseph Kitur KIPLIMO,1988-07-20,KEN,1,Sotteville-lès-Rouen (FRA),2009-07-05,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.18,FRA,20.0,2009
2868,7:44.19,,Billy DEE,1961-12-18,GBR,7,Köln (GER),1992-08-16,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.19,GER,30.0,1992
2868,7:44.19,,Richard YATOR,1998-06-04,KEN,6,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1151.0,3000-metres,middlelong,male,senior,3000-metres,track,464.19,HUN,23.0,2021
2868,7:44.19,,Günther WEIDLINGER,1978-04-05,AUT,3,Stockholm (SWE) (i),2003-02-18,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.19,SWE,24.0,2003
2868,7:44.19,,Paul BITOK,1970-06-26,KEN,2,"Velódromo Luis Puig, Valencia (ESP) (i)",2006-02-11,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.19,ESP,35.0,2006
2868,7:44.19,,Mathias NTAWULIKURA,1964-07-14,RWA,2,Sindelfingen (GER) (i),1992-03-08,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.19,GER,27.0,1992
2873,7:44.20,,Mark Kipkinyor BETT,1976-12-22,KEN,3,Barcelona (ESP),1998-07-25,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,ESP,21.0,1998
2873,7:44.2h,,Emiel PUTTEMANS,1947-10-08,BEL,2,Stockholm (SWE),1972-08-14,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,SWE,24.0,1972
2873,7:44.20,,Lawi LALANG,1991-06-15,KEN,1f2,"Seattle, WA (USA) (i)",2014-02-01,0.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,USA,22.0,2014
2873,7:44.20,,Mike FOPPEN,1996-11-29,NED,8,"Letzigrund, Zürich (SUI)",2024-09-05,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,SUI,27.0,2024
2873,7:44.20,,Abiyote ABINET,1989-05-10,ETH,1,Bordeaux (FRA) (i),2012-01-28,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,FRA,22.0,2012
2873,7:44.20,,Elroy GELANT,1986-08-25,RSA,8,"FBK Stadium, Hengelo (NED)",2014-06-08,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,NED,27.0,2014
2873,7:44.20,,Bethwell BIRGEN,1988-08-06,KEN,6,"Sports Park Mladost, Zagreb (CRO)",2017-08-29,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,CRO,29.0,2017
2873,7:44.2h,,Emiel PUTTEMANS,1947-10-08,BEL,1,Leuven (BEL),1972-06-21,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,BEL,24.0,1972
2873,7:44.2h,,Steve PREFONTAINE,1951-01-25,USA,1,Oslo (NOR),1972-08-03,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.2,NOR,21.0,1972
190,7:44.21,,Tessema ABSHERO,1986-12-09,ETH,8,Villeneuve d'Ascq (FRA),2005-06-12,1150.0,3000-metres,middlelong,male,u20,3000-metres,track,464.21,FRA,18.0,2005
2882,7:44.21,,Willy FINK,1994-03-07,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2020-02-01,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,USA,25.0,2020
2882,7:44.21,,Bethwell BIRGEN,1988-08-06,KEN,1,"Reggie Lewis Center, Boston, MA (USA) (i)",2020-01-25,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,USA,31.0,2020
2882,7:44.21,,Tessema ABSHERO,1986-12-09,ETH,8,Villeneuve d'Ascq (FRA),2005-06-12,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,FRA,18.0,2005
2882,7:44.21,,Rod DIXON,1950-07-13,NZL,5,Lausanne (SUI),1979-07-18,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,SUI,29.0,1979
2882,7:44.21,,Juan Luis BARRIOS,1983-06-24,MEX,1,Dublin (IRL),2014-07-11,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,IRL,31.0,2014
2882,7:44.21,,Doug PADILLA,1956-10-04,USA,2,Edinburgh (GBR),1989-07-07,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,GBR,32.0,1989
2882,7:44.21,,Mahadi ABDI ALI,1995-11-08,NED,8,"The Track at New Balance, Boston, MA (USA) (i)",2024-02-04,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,USA,28.0,2024
2882,7:44.21,,Mohamed AMYN,1976-03-25,MAR,15,"Stade Louis II, Monaco (MON)",1998-08-08,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,MON,22.0,1998
2882,7:44.21,,Saïd AOUITA,1959-11-02,MAR,1,Oviedo (ESP) (i),1990-03-15,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.21,ESP,30.0,1990
2891,7:44.22,,Adil KAOUCH,1979-01-01,MAR,1,Gent (BEL) (i),2006-02-26,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.22,BEL,27.0,2006
2891,7:44.22,,Willy FINK,1994-03-07,USA,2f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2022-01-30,1175.0,3000-metres,middlelong,male,senior,3000-metres,track,464.22,USA,27.0,2022
2893,7:44.23,,José Luis GONZÁLEZ,1957-12-08,ESP,3,Nice (FRA),1986-07-15,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.23,FRA,28.0,1986
2893,7:44.23,,Jamal HITRANE,1989-09-01,MAR,4,"Stadio Guidobaldi, Rieti (ITA)",2012-09-09,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.23,ITA,23.0,2012
2893,7:44.23,,Francis GONZALEZ,1952-02-06,FRA,4,Oslo (NOR),1982-06-26,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.23,NOR,30.0,1982
2893,7:44.23,,Steve SCOTT,1956-05-05,USA,1,Lappeenranta (FIN),1989-07-04,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.23,FIN,33.0,1989
2897,7:44.24,,Mark NENOW,1957-11-16,USA,3,"New York, NY (USA)",1989-07-22,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.24,USA,31.0,1989
2897,7:44.24,,Ezekiel KEMBOI,1982-05-25,KEN,5,"Stadio Guidobaldi, Rieti (ITA)",2012-09-09,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.24,ITA,30.0,2012
2897,7:44.24,,Collins CHEBOI,1987-09-25,KEN,4,Kingston (JAM),2017-06-10,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.24,JAM,29.0,2017
2900,7:44.25,,Benjamin LIMO,1974-08-23,KEN,6,"Stade Louis II, Monaco (MON)",2003-09-13,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.25,MON,29.0,2003
2900,7:44.25,,Alistair Ian CRAGG,1980-06-13,IRL,5,Liège (BEL),2010-07-13,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.25,BEL,30.0,2010
2902,7:44.26,,Peter KAMAIS,1976-11-07,KEN,7,Ostrava (CZE),2006-05-30,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.26,CZE,29.0,2006
2902,7:44.26,,Panayotis PAPOULIAS,1969-12-09,GRE,4,Bellinzona (SUI),1996-06-12,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.26,SUI,26.0,1996
2902,7:44.26,,Yoann KOWAL,1987-05-28,FRA,7,Liévin (FRA) (i),2012-02-14,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.26,FRA,24.0,2012
2902,7:44.26,,Dejen GEBREMESKEL,1989-11-24,ETH,2h1,"Aspire Dome, Doha (QAT) (i)",2010-03-12,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.26,QAT,20.0,2010
2902,7:44.26,,Eric JENKINS,1991-11-24,USA,4,"Reggie Lewis Center, Boston, MA (USA) (i)",2017-01-28,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.26,USA,25.0,2017
2902,7:44.26,,Fouad MESSAOUDI,2001-01-07,MAR,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2022-12-03,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.26,USA,21.0,2022
25,7:44.27,,Abraham CHERKOS,1989-09-23,ETH,6,Shanghai (CHN),2005-09-17,1150.0,3000-metres,middlelong,male,u18,3000-metres,track,464.27,CHN,15.0,2005
191,7:44.27,,Abraham CHERKOS,1989-09-23,ETH,6,Shanghai (CHN),2005-09-17,1150.0,3000-metres,middlelong,male,u20,3000-metres,track,464.27,CHN,15.0,2005
2908,7:44.27,,Abraham CHERKOS,1989-09-23,ETH,6,Shanghai (CHN),2005-09-17,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.27,CHN,15.0,2005
2908,7:44.27,,James Kwalia C'KURUI,1984-06-12,QAT,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",2009-07-07,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.27,SUI,25.0,2009
2908,7:44.27,,Hailu MEKONNEN,1980-04-04,ETH,4,"Schleyer Halle, Stuttgart (GER) (i)",2003-02-02,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.27,GER,22.0,2003
2908,7:44.27,,Hudson SANTOS DE SOUZA,1977-02-25,BRA,2,Villeneuve (FRA),2002-06-16,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.27,FRA,25.0,2002
2912,7:44.28,,Narve Gilje NORDÅS,1998-09-30,NOR,8,"Olympiastadion, Stockholm (SWE)",2022-06-30,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.28,SWE,23.0,2022
2913,7:44.29,,Ali KAYA,1994-04-20,TUR,1,Istanbul (TUR) (i),2014-02-20,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.29,TUR,19.0,2014
2913,7:44.29,,Brett ROBINSON,1991-05-08,AUS,2,"Reggie Lewis Center, Boston, MA (USA) (i)",2016-02-14,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.29,USA,24.0,2016
2913,7:44.29,,Birhanu BALEW,1996-02-27,BRN,3,"Olympiastadion, Berlin (GER)",2016-09-03,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.29,GER,20.0,2016
2916,7:44.30,,Abiyote ABATE,1980-11-20,ETH,5,"Schleyer Halle, Stuttgart (GER) (i)",2004-01-31,1174.0,3000-metres,middlelong,male,senior,3000-metres,track,464.3,GER,23.0,2004
2916,7:44.3h,,Risto ULMALA,1963-05-07,FIN,1,Stockholm (SWE),1991-08-13,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.3,SWE,28.0,1991
2916,7:44.3h,,Knut KVALHEIM,1950-06-14,NOR,5,Oslo (NOR),1978-06-27,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.3,NOR,28.0,1978
192,7:44.30,,Felix KIBORE,1988-02-18,KEN,10,Doha (QAT),2007-05-11,1150.0,3000-metres,middlelong,male,u20,3000-metres,track,464.3,QAT,19.0,2007
2916,7:44.30,,Felix KIBORE,1988-02-18,KEN,10,Doha (QAT),2007-05-11,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.3,QAT,19.0,2007
2916,7:44.30,,Gideon GATHIMBA,1980-03-09,KEN,2,"Crystal Palace, London (GBR)",2011-08-05,1150.0,3000-metres,middlelong,male,senior,3000-metres,track,464.3,GBR,31.0,2011
