rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
400,7:33.86,,Luis GRIJALVA,1999-04-10,GUA,2,"Armory Track&Field Center, New York, NY (USA) (i)",2023-02-11,1240.0,3000-metres,middlelong,male,senior,3000-metres,track,453.86,USA,23.0,2023
402,7:33.87,,Soufiane EL BAKKALI,1996-01-07,MAR,4,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1215.0,3000-metres,middlelong,male,senior,3000-metres,track,453.87,QAT,27.0,2023
402,7:33.87,,Brahim LAHLAFI,1968-04-15,MAR,1,Köln (GER),1999-08-08,1215.0,3000-metres,middlelong,male,senior,3000-metres,track,453.87,GER,31.0,1999
404,7:33.88,,El Hassan LAHSSINI,1975-01-01,MAR,4,Nice (FRA),1996-07-10,1215.0,3000-metres,middlelong,male,senior,3000-metres,track,453.88,FRA,21.0,1996
405,7:33.89,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,5,"Olympiastadion, Berlin (GER)",2010-08-22,1215.0,3000-metres,middlelong,male,senior,3000-metres,track,453.89,GER,28.0,2010
406,7:33.91,,Dieter BAUMANN,1965-02-09,GER,1,Köln (GER),1991-09-08,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.91,GER,26.0,1991
407,7:33.92,,Khalid BOULAMI,1969-08-07,MAR,1,Köln (GER),1996-08-16,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.92,GER,27.0,1996
407,7:33.92,,Caleb Mwangangi NDIKU,1992-10-09,KEN,4,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.92,QAT,20.0,2013
409,7:33.93,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,9,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.93,QAT,29.0,2011
409,7:33.93,,Paul Kipsiele KOECH,1981-11-10,KEN,5,Doha (QAT),2005-05-13,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.93,QAT,23.0,2005
409,7:33.93,,Oscar CHELIMO,2001-12-12,UGA,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",2025-08-12,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.93,HUN,23.0,2025
412,7:33.94,,Addisu YIHUNE,2003-03-17,ETH,10,"Stadion Śląski, Chorzów (POL)",2024-08-25,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.94,POL,21.0,2024
413,7:33.95,,Dominic Lokinyomo LOBALU,1998-08-16,SUI,1,"Sports Park Mladost, Zagreb (CRO)",2023-09-10,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.95,CRO,25.0,2023
414,7:33.96,,Wilson Boit KIPKETER,1973-10-06,KEN,7,Nice (FRA),1997-07-16,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.96,FRA,23.0,1997
414,7:33.96,,Luis GRIJALVA,1999-04-10,GUA,3,"Olympiastadion, Stockholm (SWE)",2024-06-02,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.96,SWE,25.0,2024
414,7:33.96,,Bob KENNEDY,1970-08-18,USA,8,Monaco (MON),1996-08-10,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,453.96,MON,25.0,1996
417,7:34.00,,Filip INGEBRIGTSEN,1993-04-20,NOR,5,"Bislett Stadion, Oslo (NOR)",2021-07-01,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.0,NOR,28.0,2021
418,7:34.01,,Paul BITOK,1970-06-26,KEN,2,Köln (GER),1996-08-16,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.01,GER,26.0,1996
419,7:34.02,,Khalid BOULAMI,1969-08-07,MAR,2,Lausanne (SUI),1996-07-03,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.02,SUI,26.0,1996
420,7:34.03,,Seth O'DONNELL,2001-09-14,AUS,2f1,"Sollentunavallen, Sollentuna (SWE)",2025-08-10,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.03,SWE,23.0,2025
420,7:34.03,,Selemon BAREGA,2000-01-20,ETH,1,"Gallur, Madrid (ESP) (i)",2022-03-02,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.03,ESP,22.0,2022
420,7:34.03,,Vénuste NIYONGABO,1973-12-09,BDI,3,Köln (GER),1996-08-16,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.03,GER,22.0,1996
420,7:34.03,,John KIPKOECH,1991-12-29,KEN,3,"Olympiastadion, Stockholm (SWE)",2012-08-17,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.03,SWE,20.0,2012
424,7:34.04,,Tom NYARIKI,1971-09-27,KEN,3,Lausanne (SUI),1996-07-03,1214.0,3000-metres,middlelong,male,senior,3000-metres,track,454.04,SUI,24.0,1996
425,7:34.05,,Abraham CHERKOS,1989-09-23,ETH,1f1,"Velódromo Luis Puig, Valencia (ESP) (i)",2009-02-14,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.05,ESP,19.0,2009
426,7:34.06,,Leonard Patrick KOMON,1988-01-10,KEN,5,Doha (QAT),2008-05-09,1213.0,3000-metres,middlelong,male,senior,3000-metres,track,454.06,QAT,20.0,2008
427,7:34.07,,Edwin Cheruiyot SOI,1986-03-03,KEN,3,"Stadio Guidobaldi, Rieti (ITA)",2007-09-09,1213.0,3000-metres,middlelong,male,senior,3000-metres,track,454.07,ITA,21.0,2007
428,7:34.09,,Lamecha GIRMA,2000-11-26,ETH,2,"Gallur, Madrid (ESP) (i)",2022-03-02,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.09,ESP,21.0,2022
429,7:34.10,,Valentin SOCA,2002-07-24,URU,2f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-03-02,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.1,USA,22.0,2025
430,7:34.12,,Bethwell BIRGEN,1988-08-06,KEN,1,"Europahalle, Karlsruhe (GER) (i)",2021-01-29,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.12,GER,32.0,2021
431,7:34.13,,Hagos GEBRHIWET,1994-05-11,ETH,1,"Reggie Lewis Center, Boston, MA (USA) (i)",2014-02-08,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.13,USA,19.0,2014
432,7:34.14,,Dejen GEBREMESKEL,1989-11-24,ETH,2,Stockholm (SWE) (i),2012-02-23,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.14,SWE,22.0,2012
432,7:34.14,,Joe KLECKER,1996-11-16,USA,3,"Armory Track&Field Center, New York, NY (USA) (i)",2023-02-11,1239.0,3000-metres,middlelong,male,senior,3000-metres,track,454.14,USA,26.0,2023
432,7:34.14,,Ismail SGHYR,1972-03-16,MAR,3,Bruxelles (BEL),1999-09-03,1213.0,3000-metres,middlelong,male,senior,3000-metres,track,454.14,BEL,27.0,1999
435,7:34.15,,Brahim LAHLAFI,1968-04-15,MAR,6,Bruxelles (BEL),1998-08-28,1213.0,3000-metres,middlelong,male,senior,3000-metres,track,454.15,BEL,30.0,1998
436,7:34.17,,Yaseen ABDALLA,2001-08-13,SUD,3f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2024-12-07,1238.0,3000-metres,middlelong,male,senior,3000-metres,track,454.17,USA,23.0,2024
437,7:34.18,,Yobes ONDIEKI,1961-02-21,KEN,3,Köln (GER),1992-08-16,1213.0,3000-metres,middlelong,male,senior,3000-metres,track,454.18,GER,31.0,1992
438,7:34.26,,Birhanu BALEW,1996-02-27,BRN,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2018-07-13,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.26,MAR,22.0,2018
439,7:34.27,,Khalid BOULAMI,1969-08-07,MAR,1,Köln (GER),1997-08-24,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.27,GER,28.0,1997
440,7:34.28,,Andreas ALMGREN,1995-06-12,SWE,4,"Olympiastadion, Stockholm (SWE)",2024-06-02,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.28,SWE,28.0,2024
440,7:34.28,,Valentin SOCA,2002-07-24,URU,4,"Nemzeti Atlétikai Központ, Budapest (HUN)",2025-08-12,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.28,HUN,23.0,2025
442,7:34.29,,Mathew Kipkoech KISORIO,1989-05-16,KEN,9,Rieti (ITA),2009-09-06,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.29,ITA,20.0,2009
443,7:34.31,,Andreas ALMGREN,1995-06-12,SWE,5,"Arena Stade Couvert, Liévin (FRA) (i)",2022-02-17,1237.0,3000-metres,middlelong,male,senior,3000-metres,track,454.31,FRA,26.0,2022
22,7:34.32,,Richard LIMO,1980-11-18,KEN,4,Bruxelles (BEL),1999-09-03,1212.0,3000-metres,middlelong,male,u20,3000-metres,track,454.32,BEL,18.0,1999
444,7:34.32,,Chris SOLINSKY,1984-12-05,USA,5,"Stadio Guidobaldi, Rieti (ITA)",2010-08-29,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.32,ITA,25.0,2010
444,7:34.32,,Richard LIMO,1980-11-18,KEN,4,Bruxelles (BEL),1999-09-03,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.32,BEL,18.0,1999
446,7:34.36,,Paul BITOK,1970-06-26,KEN,1,Nice (FRA),1994-07-18,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.36,FRA,24.0,1994
446,7:34.36,,Getnet WALE,2000-07-16,ETH,2,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",2024-01-27,1237.0,3000-metres,middlelong,male,senior,3000-metres,track,454.36,KAZ,23.0,2024
446,7:34.36,,Enrique MOLINA,1968-02-25,ESP,5,Nice (FRA),1996-07-10,1212.0,3000-metres,middlelong,male,senior,3000-metres,track,454.36,FRA,28.0,1996
449,7:34.37,,Jonas CHERUIYOT,1984-01-11,KEN,2,Doha (QAT),2007-05-11,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.37,QAT,23.0,2007
450,7:34.38,,Abraham CHERKOS,1989-09-23,ETH,6,Stockholm (SWE) (i),2010-02-10,1237.0,3000-metres,middlelong,male,senior,3000-metres,track,454.38,SWE,20.0,2010
451,7:34.40,,Yusuf Kibet BIWOTT,1986-11-12,KEN,3,"Stade Louis II, Monaco (MON)",2006-08-20,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.4,MON,19.0,2006
451,7:34.40,,Paul BITOK,1970-06-26,KEN,2,Köln (GER),1997-08-24,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.4,GER,27.0,1997
453,7:34.41,,Bernard LAGAT,1974-12-12,USA,1,Rethymno (GRE),2006-07-21,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.41,GRE,31.0,2006
454,7:34.44,,Bob KENNEDY,1970-08-18,USA,4,Paris (FRA),1998-07-29,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.44,FRA,27.0,1998
455,7:34.46,,Driss EL HIMER,1974-04-04,FRA,5,Paris (FRA),1998-07-29,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.46,FRA,24.0,1998
456,7:34.47,,Mo FARAH,1983-03-23,GBR,1,"National Indoor Arena, Birmingham (GBR) (i)",2009-02-21,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,454.47,GBR,25.0,2009
456,7:34.47,,Mike FOPPEN,1996-11-29,NED,11,"Stadion Śląski, Chorzów (POL)",2024-08-25,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.47,POL,27.0,2024
456,7:34.47,,Augustine Kiprono CHOGE,1987-01-21,KEN,2f1,"Velódromo Luis Puig, Valencia (ESP) (i)",2009-02-14,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,454.47,ESP,22.0,2009
456,7:34.47,,Paul BITOK,1970-06-26,KEN,2,Bruxelles (BEL),1997-08-22,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.47,BEL,27.0,1997
460,7:34.48,,Brian FAY,1998-11-09,IRL,7,"Olympic Stadium, London (GBR)",2024-07-20,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.48,GBR,25.0,2024
461,7:34.49,,Khalid BOULAMI,1969-08-07,MAR,3,Bruxelles (BEL),1997-08-22,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.49,BEL,28.0,1997
461,7:34.49,,Telahun Haile BEKELE,1999-05-13,ETH,3f1,"Sollentunavallen, Sollentuna (SWE)",2025-08-10,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.49,SWE,26.0,2025
461,7:34.49,,Gulveer SINGH,1998-06-01,IND,5,"Nemzeti Atlétikai Központ, Budapest (HUN)",2025-08-12,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.49,HUN,27.0,2025
461,7:34.49,,Mohammed MOURHIT,1970-10-10,BEL,8,Nice (FRA),1997-07-16,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.49,FRA,26.0,1997
465,7:34.50,,Paul BITOK,1970-06-26,KEN,2,Oslo (NOR),1995-07-21,1211.0,3000-metres,middlelong,male,senior,3000-metres,track,454.5,NOR,25.0,1995
465,7:34.50,,Craig MOTTRAM,1980-06-18,AUS,1,"Boston, MA (USA) (i)",2008-01-26,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,454.5,USA,27.0,2008
467,7:34.54,,Khalid BOULAMI,1969-08-07,MAR,2,Köln (GER),1995-08-18,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.54,GER,26.0,1995
468,7:34.57,,Kenenisa BEKELE,1982-06-13,ETH,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2005-07-05,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.57,SUI,23.0,2005
468,7:34.57,,Hayle IBRAHIMOV,1990-01-18,AZE,5,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.57,QAT,23.0,2013
470,7:34.58,,Birhanu BALEW,1996-02-27,BRN,3,"Arena Stade Couvert, Liévin (FRA) (i)",2020-02-19,1236.0,3000-metres,middlelong,male,senior,3000-metres,track,454.58,FRA,23.0,2020
470,7:34.58,,Sammy KIPKETER,1981-09-29,KEN,5,Bruxelles (BEL),1999-09-03,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.58,BEL,17.0,1999
23,7:34.58,,Sammy KIPKETER,1981-09-29,KEN,5,Bruxelles (BEL),1999-09-03,1210.0,3000-metres,middlelong,male,u20,3000-metres,track,454.58,BEL,17.0,1999
472,7:34.59,,Emmanuel Korir KIPLAGAT,2002-05-05,KEN,8,"Olympic Stadium, London (GBR)",2024-07-20,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.59,GBR,22.0,2024
473,7:34.60,,Wilson Boit KIPKETER,1973-10-06,KEN,6,"Stade Louis II, Monaco (MON)",1997-08-16,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.6,MON,23.0,1997
474,7:34.62,,Joseph EBUYA,1987-06-20,KEN,1,"Stade Louis II, Monaco (MON)",2008-07-29,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.62,MON,21.0,2008
475,7:34.65,,Bernard LAGAT,1974-12-12,USA,1,Stockholm (SWE) (i),2008-02-21,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.65,SWE,33.0,2008
476,7:34.66,,Joseph EBUYA,1987-06-20,KEN,3,Doha (QAT),2007-05-11,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.66,QAT,19.0,2007
476,7:34.66,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Hengelo (NED),1996-05-27,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.66,NED,23.0,1996
476,7:34.66,,Mo FARAH,1983-03-23,GBR,1,"Olympic Stadium, London (GBR)",2015-07-24,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.66,GBR,32.0,2015
479,7:34.67,,Saif Saaeed SHAHEEN,1982-10-15,QAT,2,Doha (QAT),2004-05-14,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.67,QAT,21.0,2004
479,7:34.67,,Said Mohamed EL WARDI,1972-04-19,MAR,4,"Stade de France, Paris-St-Denis (FRA)",2000-06-23,1210.0,3000-metres,middlelong,male,senior,3000-metres,track,454.67,FRA,28.0,2000
479,7:34.67,,Jacob KROP,2001-06-04,KEN,6,"Arena Stade Couvert, Liévin (FRA) (i)",2022-02-17,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.67,FRA,20.0,2022
482,7:34.69,,Dieter BAUMANN,1965-02-09,GER,1,Köln (GER),1994-08-21,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.69,GER,29.0,1994
482,7:34.69,,Sam GILMAN,2000-09-20,USA,3f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-03-02,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.69,USA,24.0,2025
484,7:34.70,,Essa Ismail RASHED,1986-12-14,QAT,10,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.7,QAT,24.0,2011
484,7:34.70,,Cooper TEARE,1999-08-18,USA,4,"Armory Track&Field Center, New York, NY (USA) (i)",2023-02-11,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.7,USA,23.0,2023
484,7:34.70,,Paul BITOK,1970-06-26,KEN,3,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.7,FRA,29.0,1999
484,7:34.70,,Dejen GEBREMESKEL,1989-11-24,ETH,2,"Reggie Lewis Center, Boston, MA (USA) (i)",2014-02-08,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.7,USA,24.0,2014
484,7:34.70,,Benjamin LIMO,1974-08-23,KEN,3,Stuttgart (GER),1999-06-06,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.7,GER,24.0,1999
489,7:34.71,,Bernard LAGAT,1974-12-12,USA,1,"Messehalle, Karlsruhe (GER) (i)",2013-02-02,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.71,GER,38.0,2013
489,7:34.71,,Haile GEBRSELASSIE,1973-04-18,ETH,1,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-09,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.71,FRA,23.0,1997
489,7:34.71,,Tariku BEKELE,1987-02-28,ETH,4,"Stadio Guidobaldi, Rieti (ITA)",2011-09-10,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.71,ITA,24.0,2011
489,7:34.71,,Chesari Kirui JACOB,1984-04-06,KEN,6,"Olympiastadion, Berlin (GER)",2010-08-22,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.71,GER,26.0,2010
489,7:34.71,,Hicham EL GUERROUJ,1974-09-14,MAR,1,Liévin (FRA) (i),2004-02-28,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.71,FRA,29.0,2004
494,7:34.72,,Benjamin LIMO,1974-08-23,KEN,1,"Stade Louis II, Monaco (MON)",2002-07-19,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.72,MON,27.0,2002
495,7:34.74,,Mario GARCÍA,1999-06-29,ESP,3f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2023-01-27,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.74,USA,23.0,2023
495,7:34.74,,Paul BITOK,1970-06-26,KEN,1,Nice (FRA),2001-07-09,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.74,FRA,31.0,2001
495,7:34.74,,Noureddine MORCELI,1970-02-28,ALG,1,Narbonne (FRA),1994-06-19,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.74,FRA,24.0,1994
495,7:34.74,,Yobes ONDIEKI,1961-02-21,KEN,2,Köln (GER),1991-09-08,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.74,GER,30.0,1991
495,7:34.74,,Augustine Kiprono CHOGE,1987-01-21,KEN,3,Stockholm (SWE) (i),2012-02-23,1235.0,3000-metres,middlelong,male,senior,3000-metres,track,454.74,SWE,25.0,2012
500,7:34.75,,Tadese WORKU,2002-01-20,ETH,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.75,HUN,19.0,2021
500,7:34.75,,Edwin Cheruiyot SOI,1986-03-03,KEN,4,"Olympiastadion, Stockholm (SWE)",2012-08-17,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.75,SWE,26.0,2012
24,7:34.75,,Tadese WORKU,2002-01-20,ETH,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1209.0,3000-metres,middlelong,male,u20,3000-metres,track,454.75,HUN,19.0,2021
502,7:34.77,,Khalid EL AMRI,1977-03-20,MAR,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.77,SUI,29.0,2006
503,7:34.78,,Boniface Kiprotich SONGOK,1980-12-25,KEN,4,"Stade Louis II, Monaco (MON)",2006-08-20,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.78,MON,25.0,2006
504,7:34.79,,Stewart MCSWEYN,1995-06-01,AUS,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2018-07-13,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.79,MAR,23.0,2018
504,7:34.79,,Saïd AOUITA,1959-11-02,MAR,1,Oslo (NOR),1989-07-01,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.79,NOR,29.0,1989
506,7:34.80,,Henrik INGEBRIGTSEN,1991-02-24,NOR,2,"Sports Park Mladost, Zagreb (CRO)",2023-09-10,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.8,CRO,32.0,2023
506,7:34.80,,Jacob KROP,2001-06-04,KEN,1,"Letzigrund, Zürich (SUI)",2024-09-05,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.8,SUI,23.0,2024
508,7:34.81,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,4,Liévin (FRA) (i),2012-02-14,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,454.81,FRA,30.0,2012
509,7:34.82,,John KIPKOECH,1991-12-29,KEN,12,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.82,QAT,19.0,2011
509,7:34.82,,Mark Kosgei KIPTOO,1976-06-21,KEN,11,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.82,QAT,34.0,2011
511,7:34.83,,Paul CHELIMO,1990-10-27,USA,4,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2018-07-13,1209.0,3000-metres,middlelong,male,senior,3000-metres,track,454.83,MAR,27.0,2018
512,7:34.85,,Nicholas KIPKORIR,1998-09-29,KEN,3,"Bislett Stadion, Oslo (NOR)",2019-06-13,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.85,NOR,20.0,2019
513,7:34.86,,Luke KIPKOSGEI,1975-11-27,KEN,6,"Stade Louis II, Monaco (MON)",2000-08-18,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.86,MON,24.0,2000
514,7:34.87,,Benjamin LIMO,1974-08-23,KEN,4,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.87,FRA,24.0,1999
514,7:34.87,,Ryan HILL,1990-01-31,USA,3,"Reggie Lewis Center, Boston, MA (USA) (i)",2014-02-08,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,454.87,USA,24.0,2014
514,7:34.87,,Mark Kosgei KIPTOO,1976-06-21,KEN,5,"Stade Louis II, Monaco (MON)",2009-07-28,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.87,MON,33.0,2009
517,7:34.88,,Geordie BEAMISH,1996-10-24,NZL,,"Armory Track&Field Center, New York, NY (USA) (i)",2024-02-11,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,454.88,USA,27.0,2024
518,7:34.91,,Thierry NDIKUMWENAYO,1997-03-26,BDI,5,"Olympiastadion, Stockholm (SWE)",2022-06-30,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.91,SWE,25.0,2022
519,7:34.92,,Abdelaati IGUIDER,1987-03-25,MAR,3,"Globe Arena, Stockholm (SWE) (i)",2013-02-21,1234.0,3000-metres,middlelong,male,senior,3000-metres,track,454.92,SWE,25.0,2013
520,7:34.94,,Lamecha GIRMA,2000-11-26,ETH,4,"Arena Stade Couvert, Liévin (FRA) (i)",2020-02-19,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,454.94,FRA,19.0,2020
520,7:34.94,,Ahmed BADAY,1974-06-15,MAR,4,"Stade Louis II, Monaco (MON)",2007-07-25,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.94,MON,33.0,2007
522,7:34.96,,Joshua CHEPTEGEI,1996-09-12,UGA,4,"Stade Charléty, Paris (FRA)",2017-07-01,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.96,FRA,20.0,2017
522,7:34.96,,Bernard LAGAT,1974-12-12,KEN,1,Peania (GRE) (i),2004-02-22,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,454.96,GRE,29.0,2004
522,7:34.96,,Adam GOUCHER,1975-02-18,USA,6,"Stade Louis II, Monaco (MON)",2001-07-20,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.96,MON,26.0,2001
525,7:34.97,,Benjamin LIMO,1974-08-23,KEN,2,Rethymno (GRE),2006-07-21,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.97,GRE,31.0,2006
526,7:34.98,,Matt TEGENKAMP,1982-01-19,USA,5,"Stade Louis II, Monaco (MON)",2006-08-20,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.98,MON,24.0,2006
526,7:34.98,,Paul BITOK,1970-06-26,KEN,1,Köln (GER),1993-08-01,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.98,GER,23.0,1993
528,7:34.99,,Khalid BOULAMI,1969-08-07,MAR,3,"Stade Louis II, Monaco (MON)",1995-07-25,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.99,MON,25.0,1995
528,7:34.99,,Abdelaati IGUIDER,1987-03-25,MAR,1,"Stadio Guidobaldi, Rieti (ITA)",2014-09-07,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,454.99,ITA,27.0,2014
530,7:35.00,,Paul BITOK,1970-06-26,KEN,1,Nice (FRA),1992-07-15,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,455.0,FRA,22.0,1992
530,7:35.00,,Craig MOTTRAM,1980-06-18,AUS,2,"EIS Don Valley Stadium, Sheffield (GBR)",2007-07-15,1208.0,3000-metres,middlelong,male,senior,3000-metres,track,455.0,GBR,27.0,2007
532,7:35.01,,Yobes ONDIEKI,1961-02-21,KEN,1,Nice (FRA),1989-07-10,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.01,FRA,28.0,1989
533,7:35.02,,Ismail SGHYR,1972-03-16,MAR,3,Köln (GER),1995-08-18,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.02,GER,23.0,1995
