rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
220,1:55.80,,Slovak Republic U18,,SVK,5,"Olimpiai Sportpark, Győr (HUN)",08 JUL 2018,,medley-relay,relays,male,u18
220,1:55.80,,Spain U18,,ESP,3,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,male,u18
220,1:55.80,,Czechia U18,,CZE,3h2,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,male,u18
223,1:55.81,,Korea U18,,KOR,6,Tashkent (UZB),30 APR 2023,,medley-relay,relays,male,u18
224,1:55.84,,Czech Republic U18,,CZE,4,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,male,u18
225,1:55.90,,Romania U18,,ROU,3h2,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,male,u18
226,1:55.91,,Finland U18,,FIN,4h2,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,male,u18
227,1:55.96,,New Zealand U18,,NZL,4h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,male,u18
228,1:55.97,,Czech Republic U18,,CZE,4h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,,medley-relay,relays,male,u18
229,1:55.98,,Hungary U18,,HUN,2h1,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,male,u18
229,1:55.98,,Switzerland U18,,SUI,6,"Olimpiai Sportpark, Győr (HUN)",08 JUL 2018,,medley-relay,relays,male,u18
231,1:56.00,,Spain U18,,ESP,1h1,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,male,u18
231,1:56.00,,Spain U18,,ESP,3h1,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,male,u18
