rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
390,3:00.47,,Soviet Union,,URS,3,"Neckarstadion, Stuttgart (GER)",31 AUG 1986,1190,4x400-metres-relay,relays,male,senior
390,3:00.47,,Bahamas,,BAH,2,Nassau (BAH),09 JUN 2001,1190,4x400-metres-relay,relays,male,senior
390,3:00.47,,France,,FRA,1f1,"Olympic Stadium, Cheboksary (RUS)",21 JUN 2015,1190,4x400-metres-relay,relays,male,senior
393,3:00.48,,Nike - Mazda,,USA,1,"Walnut, CA (USA)",18 APR 1992,1190,4x400-metres-relay,relays,male,senior
393,3:00.48,,United States,,USA,1h2,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1190,4x400-metres-relay,relays,male,senior
393,3:00.48,,Trinidad and Tobago,,TTO,2h2,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1190,4x400-metres-relay,relays,male,senior
393,3:00.48,,Louisiana State,,INT,1,"Tuscaloosa, AL (USA)",14 MAY 2016,1190,4x400-metres-relay,relays,male,senior
397,3:00.50,,Great Britain & NI,,GBR,2h1,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1189,4x400-metres-relay,relays,male,senior
397,3:00.50,,Poland,,POL,7,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1189,4x400-metres-relay,relays,male,senior
399,3:00.51,,Federal Republic of Germany,,FRG,1,"Olympic Stadium, Athina (GRE)",11 SEP 1982,1189,4x400-metres-relay,relays,male,senior
399,3:00.51,,Great Britain & NI,,GBR,1,"Stadio Luigi Ridolfi, Firenze (ITA)",19 JUN 2005,1189,4x400-metres-relay,relays,male,senior
399,3:00.51,,Bahamas,,BAH,2,"Hampden Park, Glasgow (GBR)",02 AUG 2014,1189,4x400-metres-relay,relays,male,senior
402,3:00.53,,Bahamas,,BAH,3,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1189,4x400-metres-relay,relays,male,senior
402,3:00.53,,Great Britain & NI,,GBR,2,"Olympiastadion, Berlin (GER)",23 AUG 2009,1189,4x400-metres-relay,relays,male,senior
402,3:00.53,,Bahamas,,BAH,2,San José (CRC),09 AUG 2015,1189,4x400-metres-relay,relays,male,senior
405,3:00.54,,Great Britain & NI,,GBR,2f1,"Olympic Stadium, Cheboksary (RUS)",21 JUN 2015,1189,4x400-metres-relay,relays,male,senior
405,3:00.54,,Spain,,ESP,4,"Olympiastadion, München (GER)",20 AUG 2022,1189,4x400-metres-relay,relays,male,senior
407,3:00.55,,Cuba,,CUB,3h1,"Olympic Stadium, London (GBR)",09 AUG 2012,1189,4x400-metres-relay,relays,male,senior
408,3:00.56,,Federal Republic of Germany,,FRG,3,"Olympic Stadium, Seoul (KOR)",01 OCT 1988,1188,4x400-metres-relay,relays,male,senior
408,3:00.56,,United States,,USA,1h2,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996,1188,4x400-metres-relay,relays,male,senior
408,3:00.56,,World All-Stars,,INT,3,"Philadelphia, PA (USA)",29 APR 2006,1188,4x400-metres-relay,relays,male,senior
408,3:00.56,,Bahamas,,BAH,2f2,"Philadelphia, PA (USA)",28 APR 2012,1188,4x400-metres-relay,relays,male,senior
408,3:00.56,,Louisiana State,,INT,3,"Eugene, OR (USA)",08 JUN 2018,1188,4x400-metres-relay,relays,male,senior
408,3:00.56,,Qatar,,QAT,1,Jakarta (INA),30 AUG 2018,1188,4x400-metres-relay,relays,male,senior
414,3:00.57,,Federal Republic of Germany,,FRG,3,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968,1188,4x400-metres-relay,relays,male,senior
414,3:00.57,,Great Britain & NI,,GBR,1,"Parc des Sports, Annecy (FRA)",23 JUN 2002,1188,4x400-metres-relay,relays,male,senior
414,3:00.57,,Arizona State,,INT,2,"Sacramento, CA (USA)",11 JUN 2005,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,Poland,,POL,4,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,South Africa,,RSA,3sf2,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,United States,,USA,1,München (GER),08 AUG 2004,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,Poland,,POL,5,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,United States Blue,,USA,3,"Philadelphia, PA (USA)",25 APR 2009,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,Baylor,,INT,3sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1188,4x400-metres-relay,relays,male,senior
417,3:00.58,,India,,IND,4h2,"Stade de France, Paris (FRA)",09 AUG 2024,1188,4x400-metres-relay,relays,male,senior
424,3:00.59,,France,,FRA,4,"La Cartuja, Sevilla (ESP)",29 AUG 1999,1188,4x400-metres-relay,relays,male,senior
424,3:00.59,,United States,,USA,1,Brisbane (AUS),10 SEP 2000,1188,4x400-metres-relay,relays,male,senior
426,3:00.60,,German Democratic Republic,,GDR,1sf2,"Olympic Stadium, Seoul (KOR)",30 SEP 1988,1188,4x400-metres-relay,relays,male,senior
426,3:00.60,,Australia,,AUS,2,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1188,4x400-metres-relay,relays,male,senior
426,3:00.60,,United States Blue,,USA,1,"Philadelphia, PA (USA)",24 APR 2010,1188,4x400-metres-relay,relays,male,senior
426,3:00.60,,United States,,USA,1,Toronto (CAN),12 AUG 2018,1188,4x400-metres-relay,relays,male,senior
430,3:00.61,,Great Britain & NI,,GBR,1,"Stade Charléty, Paris (FRA)",20 JUN 1999,1188,4x400-metres-relay,relays,male,senior
430,3:00.61,,Cuba,,CUB,5f1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1188,4x400-metres-relay,relays,male,senior
430,3:00.61,,Baylor,,INT,4,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023,1188,4x400-metres-relay,relays,male,senior
433,3:00.62,,Texas A&M,,INT,1,"Des Moines, IA (USA)",11 JUN 2011,1188,4x400-metres-relay,relays,male,senior
434,3:00.63,,United States,,USA,1,Cali (COL),05 AUG 1971,1187,4x400-metres-relay,relays,male,senior
434,3:00.63,,Alabama,,INT,1h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1187,4x400-metres-relay,relays,male,senior
436,3:00.64,,Federal Republic of Germany,,FRG,2,"Poljud Stadion, Split (CRO)",01 SEP 1990,1187,4x400-metres-relay,relays,male,senior
436,3:00.64,,Senegal,,SEN,4,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1187,4x400-metres-relay,relays,male,senior
436,3:00.64,,France,,FRA,3sf1,"Olympic Stadium, Sydney (AUS)",29 SEP 2000,1187,4x400-metres-relay,relays,male,senior
436,3:00.64,,Bahamas,,BAH,4,"Philadelphia, PA (USA)",28 APR 2007,1187,4x400-metres-relay,relays,male,senior
436,3:00.64,,USC,,USA,2,"Des Moines, IA (USA)",09 JUN 2012,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,France,,FRA,3,"Olympiastadion, München (GER)",10 SEP 1972,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,Americas,,INT,1,"Estadio Olímpico, Barcelona (ESP)",10 SEP 1989,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,Sprint Capital,,INT,1,"Atlanta, GA (USA)",20 MAY 2000,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,Waco All-Stars,,INT,1,"Austin, TX (USA)",05 APR 2008,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,Great Britain & NI,,GBR,1h1,"Letzigrund, Zürich (SUI)",16 AUG 2014,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,France,,FRA,6,"National Stadium, Beijing (CHN)",30 AUG 2015,1187,4x400-metres-relay,relays,male,senior
441,3:00.65,,Spain,,ESP,5,"Olympic Stadium, London (GBR)",13 AUG 2017,1187,4x400-metres-relay,relays,male,senior
448,3:00.66,,Federal Republic of Germany,,FRG,2sf2,"Olympic Stadium, Seoul (KOR)",30 SEP 1988,1187,4x400-metres-relay,relays,male,senior
448,3:00.66,,Poland,,POL,4sf1,"Olympic Stadium, Sydney (AUS)",29 SEP 2000,1187,4x400-metres-relay,relays,male,senior
450,3:00.67,,Belgium,,BEL,2h1,"National Stadium, Beijing (CHN)",22 AUG 2008,1187,4x400-metres-relay,relays,male,senior
450,3:00.67,,Germany,,GER,6h2,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1187,4x400-metres-relay,relays,male,senior
452,3:00.68,,Great Britain & NI,,GBR,2,"Olympic Stadium, Athina (GRE)",11 SEP 1982,1187,4x400-metres-relay,relays,male,senior
452,3:00.68,,Australia,,AUS,3h1,"National Stadium, Beijing (CHN)",22 AUG 2008,1187,4x400-metres-relay,relays,male,senior
452,3:00.68,,Germany,,GER,5h1,"DS, Daegu (KOR)",01 SEP 2011,1187,4x400-metres-relay,relays,male,senior
455,3:00.69,,Louisiana State,,USA,1,"Eugene, OR (USA)",10 JUN 2016,1186,4x400-metres-relay,relays,male,senior
455,3:00.69,,Texas A&M,,USA,1h1,"Austin, TX (USA)",27 MAY 2017,1186,4x400-metres-relay,relays,male,senior
457,3:00.70,,United States,,USA,1,"Olympic Stadium, Montréal (CAN)",26 AUG 1979,1186,4x400-metres-relay,relays,male,senior
457,3:00.70,,Cuba,,CUB,1,Veracruz (MEX),28 NOV 2014,1186,4x400-metres-relay,relays,male,senior
457,3:00.70,,Texas,,INT,1h2,"John McDonnell Field, Fayetteville, AR (USA)",27 MAY 2022,1186,4x400-metres-relay,relays,male,senior
460,3:00.71,,United States,,USA,1h1,"Estadio Olímpico, Ciudad de México (MEX)",19 OCT 1968,1186,4x400-metres-relay,relays,male,senior
460,3:00.71,,United States,,USA,1,"Bruce Stadium, Canberra (AUS)",06 OCT 1985,1186,4x400-metres-relay,relays,male,senior
460,3:00.71,,Belgium,,BEL,1h2,"DS, Daegu (KOR)",01 SEP 2011,1186,4x400-metres-relay,relays,male,senior
463,3:00.72,,High Performance,,USA,1,"Philadelphia, PA (USA)",26 APR 2003,1186,4x400-metres-relay,relays,male,senior
463,3:00.72,,Poland,,POL,5h1,"National Stadium, Beijing (CHN)",29 AUG 2015,1186,4x400-metres-relay,relays,male,senior
463,3:00.72,,Texas A&M,,USA,1f2,"Columbia, SC (USA)",13 MAY 2017,1186,4x400-metres-relay,relays,male,senior
466,3:00.73,,Kenya,,KEN,2sf2,"Stadio Olimpico, Roma (ITA)",05 SEP 1987,1186,4x400-metres-relay,relays,male,senior
466,3:00.73,,Bahamas,,BAH,1h1,Winnipeg (CAN),28 JUL 1999,1186,4x400-metres-relay,relays,male,senior
466,3:00.73,,Baylor,,INT,1,"John Jacobs Track Complex, Norman, OK (USA)",14 MAY 2023,1186,4x400-metres-relay,relays,male,senior
466,3:00.73,,Texas A&M,,INT,2,"Hayward Field, Eugene, OR (USA)",13 JUN 2025,1186,4x400-metres-relay,relays,male,senior
470,3:00.74,,Poland,,POL,4h1,"National Stadium, Beijing (CHN)",22 AUG 2008,1186,4x400-metres-relay,relays,male,senior
470,3:00.74,,Great Britain & NI,,GBR,1h1,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1186,4x400-metres-relay,relays,male,senior
470,3:00.74,,Texas A&M,,USA,1,"Baton Rouge, LA (USA)",29 APR 2017,1186,4x400-metres-relay,relays,male,senior
470,3:00.74,,Trinidad and Tobago,,TTO,5,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1186,4x400-metres-relay,relays,male,senior
474,3:00.75,,Germany,,GER,6,"National Stadium, Tokyo (JPN)",01 SEP 1991,1186,4x400-metres-relay,relays,male,senior
474,3:00.75,,Brazil,,BRA,1h2,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1186,4x400-metres-relay,relays,male,senior
474,3:00.75,,Adidas,,USA,1,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1186,4x400-metres-relay,relays,male,senior
474,3:00.75,,South Africa,,RSA,2f1,"The Bahamas National Stadium, Nassau (BAH)",05 MAY 2024,1186,4x400-metres-relay,relays,male,senior
478,3:00.76,,Japan,,JPN,5,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1185,4x400-metres-relay,relays,male,senior
478,3:00.76,,World All-Stars,,INT,1,"Philadelphia, PA (USA)",24 APR 2004,1185,4x400-metres-relay,relays,male,senior
478,3:00.76,,Jamaica,,JAM,4,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1185,4x400-metres-relay,relays,male,senior
478,3:00.76,,Texas A&M,,INT,1h1,"Eugene, OR (USA)",12 JUN 2014,1185,4x400-metres-relay,relays,male,senior
478,3:00.76,,Jamaica,,JAM,1h2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1185,4x400-metres-relay,relays,male,senior
478,3:00.76,,Japan,,JPN,5h2,"National Stadium, Tokyo (JPN)",06 AUG 2021,1185,4x400-metres-relay,relays,male,senior
478,3:00.76,,Kenya,,KEN,4h1,"National Stadium, Tokyo (JPN)",20 SEP 2025,1185,4x400-metres-relay,relays,male,senior
485,3:00.77,,South Africa,,RSA,1h3,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1185,4x400-metres-relay,relays,male,senior
485,3:00.77,,USC,,INT,1f4,"College Station, TX (USA) (i)",10 MAR 2018,1239,4x400-metres-relay,relays,male,senior
485,3:00.77,,Alabama,,INT,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1185,4x400-metres-relay,relays,male,senior
485,3:00.77,,France,,FRA,1h2,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1185,4x400-metres-relay,relays,male,senior
485,3:00.77,,PR of China,,CHN,5h1,"National Stadium, Tokyo (JPN)",20 SEP 2025,1185,4x400-metres-relay,relays,male,senior
490,3:00.78,,Bahamas,,BAH,1,"Philadelphia, PA (USA)",26 APR 2014,1185,4x400-metres-relay,relays,male,senior
490,3:00.78,,Spain,,ESP,3,"Olympiastadion, Berlin (GER)",11 AUG 2018,1185,4x400-metres-relay,relays,male,senior
492,3:00.79,,Soviet Union,,URS,1,"Olympiastadion, Helsinki (FIN)",14 AUG 1983,1185,4x400-metres-relay,relays,male,senior
492,3:00.79,,Zimbabwe,,ZIM,1sf3,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1185,4x400-metres-relay,relays,male,senior
492,3:00.79,,United States,,USA,1h2,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,Europa,,INT,2,"Olympic Stadium, Montréal (CAN)",26 AUG 1979,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,Soviet Union,,URS,3,"Olympic Stadium, Athina (GRE)",11 SEP 1982,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,German Democratic Republic,,GDR,1,Praha (TCH),28 JUN 1987,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,Germany,,GER,2,"Parc des Sports, Annecy (FRA)",23 JUN 2002,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,GW Exp,,USA,1f1,"Gainesville, FL (USA)",02 APR 2011,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,France,,FRA,2h1,"Letzigrund, Zürich (SUI)",16 AUG 2014,1185,4x400-metres-relay,relays,male,senior
495,3:00.80,,Texas A&M,,INT,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,Kenya,,KEN,1sf2,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,Oregon,,INT,3,"Sacramento, CA (USA)",11 JUN 2005,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,Belgium,,BEL,3h2,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,Trinidad and Tobago,,TTO,1f1,"International Stadium, Yokohama (JPN)",12 MAY 2019,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,France,,FRA,6h2,"National Stadium, Tokyo (JPN)",06 AUG 2021,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,Alabama,,INT,4,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1185,4x400-metres-relay,relays,male,senior
502,3:00.81,,Italy,,ITA,2,"Stadio Olimpico, Roma (ITA)",12 JUN 2024,1185,4x400-metres-relay,relays,male,senior
509,3:00.82,,German Democratic Republic,,GDR,2,"Bruce Stadium, Canberra (AUS)",06 OCT 1985,1184,4x400-metres-relay,relays,male,senior
509,3:00.82,,Kenya,,KEN,1h3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1184,4x400-metres-relay,relays,male,senior
509,3:00.82,,England,,GBR,2,Kuala Lumpur (MAS),21 SEP 1998,1184,4x400-metres-relay,relays,male,senior
509,3:00.82,,Great Britain & NI,,GBR,1f2,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",21 JUN 2009,1184,4x400-metres-relay,relays,male,senior
509,3:00.82,,Venezuela,,VEN,3,Guadalajara (MEX),28 OCT 2011,1184,4x400-metres-relay,relays,male,senior
509,3:00.82,,France,,FRA,5h1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016,1184,4x400-metres-relay,relays,male,senior
509,3:00.82,,Germany,,GER,3,"Stadio Olimpico, Roma (ITA)",12 JUN 2024,1184,4x400-metres-relay,relays,male,senior
516,3:00.83,,United States,,USA,2h1,Winnipeg (CAN),28 JUL 1999,1184,4x400-metres-relay,relays,male,senior
516,3:00.83,,Jamaica,,JAM,1,Ciudad de Guatemala (GUA),22 JUL 2001,1184,4x400-metres-relay,relays,male,senior
516,3:00.83,,Jamaica,,JAM,4,"Philadelphia, PA (USA)",29 APR 2006,1184,4x400-metres-relay,relays,male,senior
519,3:00.84,,Kenya,,KEN,2h1,"Estadio Olímpico, Ciudad de México (MEX)",19 OCT 1968,1184,4x400-metres-relay,relays,male,senior
520,3:00.85,,Trinidad and Tobago,,TTO,8,"National Stadium, Tokyo (JPN)",07 AUG 2021,1184,4x400-metres-relay,relays,male,senior
521,3:00.86,,Poland,,POL,2h3,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1184,4x400-metres-relay,relays,male,senior
521,3:00.86,,United States,,USA,1,"Philadelphia, PA (USA)",25 APR 2015,1184,4x400-metres-relay,relays,male,senior
523,3:00.87,,Belgium,,BEL,2h2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1184,4x400-metres-relay,relays,male,senior
523,3:00.87,,Arizona State,,INT,4,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1184,4x400-metres-relay,relays,male,senior
523,3:00.87,,Kenya,,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",26 APR 2025,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,Federal Republic of Germany,,FRG,4,"Olympiastadion, München (GER)",10 SEP 1972,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,United States,,USA,1,Palma de Mallorca (ESP),13 JUL 1999,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,Bahamas,,BAH,1h3,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,Africa,,INT,3,"Olympic Stadium, Athina (GRE)",17 SEP 2006,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,Great Britain & NI,,GBR,3,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,Texas A&M,,USA,4sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1184,4x400-metres-relay,relays,male,senior
526,3:00.88,,Kenya,,KEN,24,"Tianhe Sports Center, Guangzhou (CHN)",10 MAY 2025,1184,4x400-metres-relay,relays,male,senior
533,3:00.89,,Texas A&M,,INT,1,"Eugene, OR (USA)",12 JUN 2010,1183,4x400-metres-relay,relays,male,senior
533,3:00.89,,United States U23,,USA,1,San Salvador (ESA),17 JUL 2016,1183,4x400-metres-relay,relays,male,senior
535,3:00.90,,Nigeria,,NGR,3,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1183,4x400-metres-relay,relays,male,senior
535,3:00.90,,Australia,,AUS,3,"Olympiastadion, Berlin (GER)",23 AUG 2009,1183,4x400-metres-relay,relays,male,senior
535,3:00.90,,Texas A&M,,USA,5,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1183,4x400-metres-relay,relays,male,senior
538,3:00.91,,Texas A&M,,USA,2,"Fayetteville, AR (USA)",13 JUN 2009,1183,4x400-metres-relay,relays,male,senior
538,3:00.91,,United States Red,,USA,1,"Philadelphia, PA (USA)",27 APR 2013,1183,4x400-metres-relay,relays,male,senior
538,3:00.91,,India,,IND,1,Bengaluru (IND),10 JUL 2016,1183,4x400-metres-relay,relays,male,senior
541,3:00.92,,France,,FRA,3,"Parc des Sports, Annecy (FRA)",23 JUN 2002,1183,4x400-metres-relay,relays,male,senior
541,3:00.92,,Empire Athletics,,USA,1,"Gainesville, FL (USA)",01 APR 2017,1183,4x400-metres-relay,relays,male,senior
541,3:00.92,,North Carolina A&T,,INT,1,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1183,4x400-metres-relay,relays,male,senior
544,3:00.93,,Russia,,RUS,4,"Parc des Sports, Annecy (FRA)",23 JUN 2002,1183,4x400-metres-relay,relays,male,senior
544,3:00.93,,Australia,,AUS,1,Melbourne (AUS),25 MAR 2006,1183,4x400-metres-relay,relays,male,senior
546,3:00.94,,Jamaica,,JAM,3sf2,"Olympic Stadium, Seoul (KOR)",30 SEP 1988,1183,4x400-metres-relay,relays,male,senior
546,3:00.94,,United States,,USA,3,Winnipeg (CAN),30 JUL 1999,1183,4x400-metres-relay,relays,male,senior
546,3:00.94,,Jamaica,,JAM,1,"Philadelphia, PA (USA)",27 APR 2002,1183,4x400-metres-relay,relays,male,senior
549,3:00.95,,Great Britain & NI,,GBR,1,"Petrovskiy Stadium, St. Petersburg (RUS)",28 JUN 1998,1182,4x400-metres-relay,relays,male,senior
549,3:00.95,,NIKE,,INT,1,"Philadelphia, PA (USA)",24 APR 1999,1182,4x400-metres-relay,relays,male,senior
549,3:00.95,,Botswana,,BOT,2,Brazzaville (CGO),17 SEP 2015,1182,4x400-metres-relay,relays,male,senior
549,3:00.95,,Brazil,,BRA,5h2,"Stade de France, Paris (FRA)",09 AUG 2024,1182,4x400-metres-relay,relays,male,senior
553,3:00.96,,Poland,,POL,6,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1182,4x400-metres-relay,relays,male,senior
553,3:00.96,,Great Britain & NI,,GBR,1h1,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1182,4x400-metres-relay,relays,male,senior
553,3:00.96,,Brazil,,BRA,5f1,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1182,4x400-metres-relay,relays,male,senior
553,3:00.96,,Gainesville Elite,,USA,1,"Gainesville, FL (USA)",01 APR 2016,1182,4x400-metres-relay,relays,male,senior
557,3:00.97,,Jamaica,,JAM,2h2,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1182,4x400-metres-relay,relays,male,senior
557,3:00.97,,Kenya,,KEN,2h2,"DS, Daegu (KOR)",01 SEP 2011,1182,4x400-metres-relay,relays,male,senior
557,3:00.97,,Arkansas,,USA,1sf2,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1182,4x400-metres-relay,relays,male,senior
560,3:00.98,,Russia,,RUS,5,"La Cartuja, Sevilla (ESP)",29 AUG 1999,1182,4x400-metres-relay,relays,male,senior
560,3:00.98,,Dominican Republic,,DOM,1,La Nucia (ESP),22 MAY 2022,1182,4x400-metres-relay,relays,male,senior
560,3:00.98,,Japan,,JPN,11,"The Bahamas National Stadium, Nassau (BAH)",04 MAY 2024,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,Cuba,,CUB,1sf1,"Stadio Olimpico, Roma (ITA)",05 SEP 1987,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,United States,,USA,2,"Estadio Olímpico, Barcelona (ESP)",10 SEP 1989,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,Japan,,JPN,4,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,Jamaica,,JAM,2h1,"Yanmar Stadium Nagai, Osaka (JPN)",01 SEP 2007,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,Jamaica U20,,JAM,2,San José (CRC),21 JUL 2019,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,Czech Republic,,CZE,6h1,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1182,4x400-metres-relay,relays,male,senior
563,3:00.99,,Kenya Police,,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",27 JUN 2025,1182,4x400-metres-relay,relays,male,senior
570,3:01.00,,Great Britain & NI,,GBR,4,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1182,4x400-metres-relay,relays,male,senior
570,3:01.00,,Bahamas,,BAH,1h2,"CIBC, Toronto (CAN)",24 JUL 2015,1182,4x400-metres-relay,relays,male,senior
570,3:01.00,,Florida,,INT,1,"Gainesville, FL (USA)",31 MAR 2018,1182,4x400-metres-relay,relays,male,senior
570,3:01.00,,LSU,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1182,4x400-metres-relay,relays,male,senior
574,3:01.02,,France,,FRA,4,"Olympic Stadium, Sydney (AUS)",30 SEP 2000,1181,4x400-metres-relay,relays,male,senior
574,3:01.02,,Belgium,,BEL,4,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1181,4x400-metres-relay,relays,male,senior
574,3:01.02,,Altis,,USA,1f1,"Tempe, AZ (USA)",18 MAR 2017,1181,4x400-metres-relay,relays,male,senior
577,3:01.03,,Great Britain & NI U23,,GBR,1,Gateshead (GBR),19 JUL 1992,1181,4x400-metres-relay,relays,male,senior
577,3:01.03,,Baylor,,USA,1,"Austin, TX (USA)",12 JUN 2004,1181,4x400-metres-relay,relays,male,senior
579,3:01.04,,Brazil,,BRA,2h2,Winnipeg (CAN),28 JUL 1999,1181,4x400-metres-relay,relays,male,senior
579,3:01.04,,Japan,,JPN,1,Daegu (KOR),16 MAY 2012,1181,4x400-metres-relay,relays,male,senior
581,3:01.05,,Poland,,POL,5,"Olympiastadion, München (GER)",10 SEP 1972,1181,4x400-metres-relay,relays,male,senior
581,3:01.05,,Trinidad and Tobago,,TTO,1h1,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992,1181,4x400-metres-relay,relays,male,senior
581,3:01.05,,Brazil,,BRA,7h2,"National Stadium, Beijing (CHN)",29 AUG 2015,1181,4x400-metres-relay,relays,male,senior
584,3:01.06,,France,,FRA,5,"Olympic Stadium, Athina (GRE)",10 AUG 1997,1181,4x400-metres-relay,relays,male,senior
584,3:01.06,,Poland,,POL,2,"Stade Charléty, Paris (FRA)",20 JUN 1999,1181,4x400-metres-relay,relays,male,senior
584,3:01.06,,Nigeria,,NGR,1sf2,"Olympic Stadium, Sydney (AUS)",29 SEP 2000,1181,4x400-metres-relay,relays,male,senior
584,3:01.06,,Trinidad and Tobago,,TTO,2h3,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1181,4x400-metres-relay,relays,male,senior
